사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-12,9호선,4119,흑석(중앙대입구),9,2,"3,882","1,004","6,830","5,917","18,907","13,288","24,173","26,778","15,598","18,433","14,362","16,761","15,095","14,483","16,533","16,111","18,124","15,127","18,267","15,971","20,473","15,560","23,599","17,747","29,300","24,627","20,204","30,407","12,252","20,320","11,397","14,726","11,047","12,490","8,869","12,089","4,350","6,810","1,127","2,738",14,119,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4120,동작(현충원),47,0,"1,006",263,"1,708","1,922","4,927","2,173","5,625","3,207","3,543","2,850","2,935","2,720","3,608","2,309","3,999","2,449","3,481","3,271","3,244","3,646","3,389","2,705","4,557","2,928","5,251","3,538","4,805","5,823","2,073","3,831","1,881","2,412","1,852","2,243","3,169","2,173",573,"1,541",105,"1,331",4,341,2,15,0,0,2026-01-03 11:12:47
2025-12,9호선,4121,구반포,3,0,302,"2,951",853,"20,461","1,391","3,819","2,129","4,754","1,510","2,882","1,567","1,675","2,004","1,409","2,103","1,725","2,129","2,067","2,533","1,817","4,266","1,518","16,767","1,696","12,538","1,836","5,767","2,367","2,726","1,287","1,174",904,"1,125",916,803,755,267,449,61,258,0,8,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4122,신반포,1,0,929,864,"3,042","9,448","10,115","10,406","13,574","11,977","9,007","7,733","7,082","6,035","6,764","5,787","7,822","6,433","8,176","7,240","7,916","7,536","10,208","7,666","15,187","8,295","15,714","10,825","12,632","12,295","7,487","9,460","5,084","5,918","5,326","5,599","3,017","5,886",956,"2,694",274,"1,015",2,26,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4123,고속터미널,21,2,"3,020","1,632","6,755","14,467","19,575","19,437","27,313","31,816","23,573","35,327","21,406","42,483","24,677","46,818","28,124","47,623","31,157","47,556","35,311","52,779","40,313","53,375","44,547","56,964","44,205","60,576","41,179","62,455","33,965","40,243","30,182","28,675","23,172","26,102","18,580","24,189","7,080","11,620","1,229","3,031",10,84,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4124,사평,1,0,"1,203",304,"3,684","2,297","12,330","5,767","15,593","9,064","10,155","5,052","8,134","4,211","6,944","4,416","7,442","5,594","7,360","7,397","6,966","6,693","7,938","8,438","10,633","8,750","10,526","11,310","10,335","13,287","5,884","10,338","3,610","7,964","3,045","7,326","2,296","7,043",839,"3,603",233,"1,173",0,33,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4125,신논현,126,0,"4,472","1,581","13,810","16,983","30,298","40,042","39,595","88,656","30,383","112,442","31,072","65,678","36,985","52,144","42,924","52,516","48,466","54,240","52,680","55,090","61,478","56,058","76,625","65,289","94,460","90,215","112,325","109,270","87,881","64,591","68,494","36,745","75,358","29,387","68,842","25,422","35,668","15,903","6,724","4,780",27,"1,076",0,11,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4201,서울역,283,1,"3,268","1,674","4,830","15,249","12,942","22,637","18,662","33,989","17,998","29,188","19,500","24,064","23,417","24,758","28,867","25,515","29,714","24,046","22,820","20,908","30,342","24,498","32,702","24,419","41,523","25,897","38,638","25,772","32,708","23,851","23,685","15,801","27,166","14,152","19,182","11,160","11,575","4,800",245,"3,252",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4202,공덕,83,1,"2,173",161,"3,143","1,904","7,902","4,400","8,280","13,512","5,301","7,154","4,174","4,473","4,363","4,882","4,440","5,118","4,477","5,412","4,128","5,623","4,509","6,235","5,558","8,003","7,766","11,914","10,752","16,280","5,231","10,205","4,664","6,884","4,753","7,104","3,745","5,918","2,000","4,509",173,"2,051",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4203,홍대입구,251,17,"5,358",629,"6,141","4,664","11,380","11,981","15,074","27,856","13,908","32,768","15,354","28,570","18,795","34,228","21,334","38,533","23,929","40,030","28,486","37,490","35,437","35,748","43,210","37,805","50,245","41,287","53,214","45,744","44,526","30,896","43,065","18,569","46,330","14,929","39,242","12,345","18,464","10,067","1,745","3,530",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4204,디지털미디어시티,121,10,"4,253","1,036","8,989","7,169","23,896","32,632","26,304","83,756","15,207","42,053","11,744","16,325","12,843","13,440","14,224","14,194","15,446","15,047","15,740","12,920","19,429","13,176","25,034","16,284","52,014","25,573","79,749","31,834","31,735","19,827","20,977","12,917","18,646","11,697","14,070","11,246","6,866","7,401","1,017","3,057",0,3,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4206,마곡나루(서울식물원),44,1,"3,094","1,469","5,769","15,325","14,895","56,603","17,969","96,688","10,070","43,952","8,244","17,517","10,485","13,157","12,935","14,048","13,403","15,061","14,952","12,076","21,509","11,272","37,067","13,644","84,718","19,735","68,438","25,968","30,399","14,749","21,115","9,430","20,370","8,858","15,910","8,724","3,774","5,666",689,"3,543",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4207,김포공항,9,0,"1,892","2,421","2,717","11,340","8,830","23,097","18,894","19,390","19,610","11,768","19,649","9,566","17,766","10,180","15,569","12,760","21,331","11,359","22,708","9,873","21,024","8,752","21,848","10,015","23,801","11,984","31,478","9,866","21,576","6,372","16,537","2,984","15,832","1,565","19,436","1,484","7,299",929,244,824,3,67,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4208,계양,49,0,"11,197",624,"25,265","2,172","48,941","4,362","35,451","5,415","26,390","5,172","19,166","4,473","16,858","5,015","15,142","6,430","13,006","8,334","11,038","10,452","11,042","14,220","12,210","19,610","11,302","26,773","8,400","39,298","5,644","35,549","3,802","25,623","3,451","23,849","2,032","23,413","1,165","15,153",238,"3,933",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4209,검암,"1,510",2,"8,941",418,"14,289","2,104","32,439","6,672","23,136","15,539","12,760","5,263","9,781","3,453","10,383","3,549","9,566","4,474","7,803","5,136","7,049","6,046","6,837","7,734","8,582","10,498","9,562","14,324","11,663","24,430","4,367","21,345","3,546","13,402","2,988","12,668","2,018","13,821","1,203","9,849",157,"5,904",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4210,청라국제도시,128,0,"7,607",382,"18,941","7,050","35,978","9,479","22,408","17,448","14,442","5,379","11,876","3,673","12,783","3,971","12,109","5,176","10,004","5,928","9,583","7,514","10,212","9,005","14,062","13,180","16,881","14,687","21,133","27,584","5,935","25,741","4,168","17,394","3,277","16,733","2,229","16,381","1,264","12,575",182,"3,954",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4211,운서,238,10,"18,690","1,231","24,054","8,379","34,275","11,317","28,326","13,944","17,336","11,823","18,261","6,485","22,005","8,110","21,412","9,674","16,463","12,319","14,625","14,209","16,083","18,389","17,764","19,923","19,294","26,187","14,425","35,339","8,586","30,209","7,622","23,020","8,105","24,108","5,853","28,225","3,358","18,405",321,"7,777",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4212,공항화물청사,13,0,722,845,"1,556","8,427","2,078","11,318","2,240","18,207","1,643","3,100",813,"1,864",775,"3,159","1,156","4,143","1,468","2,065","1,831","1,485","3,158","1,355","5,383","1,761","10,332","2,058","13,098","1,386","3,466","1,517","2,349","1,891","2,476",917,"2,608",395,718,261,15,113,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4213,인천공항1터미널,"1,263",3,"9,862","10,292","14,673","23,128","18,287","33,175","19,341","35,875","15,107","27,690","13,089","29,776","21,502","35,173","25,549","34,814","28,603","32,466","32,523","22,464","40,846","23,840","34,899","24,264","34,008","24,946","37,433","21,659","24,254","18,117","24,614","14,209","28,670","11,563","28,751","8,669","12,210","9,435",159,"6,514",1,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4215,인천공항2터미널,"1,058",8,"5,207","8,260","7,254","18,522","9,025","18,936","10,779","20,775","8,931","11,607","5,225","12,849","7,400","16,285","10,696","21,344","12,395","14,368","17,115","14,790","21,774","11,974","22,017","12,235","25,387","12,247","25,859","6,923","15,469","4,108","14,797","3,969","16,695","3,238","16,687","2,023","5,279","2,029",1,"2,562",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,공항철도 1호선,4217,영종,26,0,"4,451",220,"12,405","1,870","19,588","3,086","14,640","3,939","11,222","2,881","10,629","3,099","10,636","3,835","9,109","4,185","8,321","5,250","7,068","7,029","7,732","8,742","7,783","11,065","7,246","11,707","4,916","17,427","2,913","16,384","2,621","11,157","2,380","11,892","1,832","12,264",988,"8,613",208,"3,164",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4126,언주,1,0,"1,366","1,299","3,010","8,521","7,569","25,353","10,655","73,228","10,471","56,588","11,483","25,440","13,087","15,911","15,244","13,945","16,163","16,813","19,011","15,471","22,623","13,080","28,121","14,538","50,232","17,971","61,832","19,266","31,329","11,897","19,116","7,858","15,462","8,253","12,306","6,190","4,605","4,275","1,060","1,748",6,206,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4127,선정릉,14,0,923,"1,179","4,417","6,903","9,664","21,230","11,378","60,892","10,169","50,676","8,507","23,338","9,633","15,808","12,438","14,556","13,342","15,617","15,210","13,519","17,436","13,026","21,855","13,208","36,507","16,879","54,266","17,732","28,652","11,946","16,730","8,896","14,759","8,430","11,011","7,764","4,619","5,020",959,"1,744",7,94,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4128,삼성중앙,4,0,"1,039",680,"3,380","4,911","6,373","19,972","8,685","51,233","7,289","37,723","7,197","14,029","8,133","10,396","9,379","10,505","10,371","10,252","11,403","9,668","13,993","9,280","18,939","10,862","31,312","15,793","47,302","16,325","20,262","10,320","13,560","6,555","12,987","5,281","8,655","5,469","3,905","3,138",870,"1,342",3,11,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4129,봉은사,8,0,"1,988","3,710","5,858","20,020","10,141","46,814","11,250","125,144","10,152","96,642","12,751","65,181","20,351","62,080","28,199","56,975","35,853","61,712","45,988","53,423","57,850","48,722","76,498","46,234","105,878","43,060","126,831","38,016","66,292","22,729","50,070","13,035","46,799","10,788","31,787","6,968","8,494","4,631","1,763","1,344",57,27,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4130,종합운동장,3,0,"1,430",239,"4,408","2,189","10,166","6,574","14,264","12,934","9,888","10,779","7,276","6,768","6,953","6,615","7,832","7,678","8,279","8,391","8,439","8,616","9,147","9,250","11,709","11,706","14,624","15,660","14,680","20,365","9,459","12,829","10,580","8,115","10,381","8,202","8,903","7,403","3,520","4,164",565,"1,280",11,35,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4131,삼전,17,1,"5,692",729,"8,141","3,433","23,926","6,358","39,270","19,157","25,876","9,955","15,324","7,204","12,367","7,962","12,686","9,298","12,371","10,466","11,678","10,361","11,960","12,264","13,590","16,020","16,702","20,445","20,257","31,179","9,353","25,133","7,936","15,891","6,239","16,177","5,481","13,319","2,154","9,219",505,"3,013",8,721,0,9,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4132,석촌고분,8,0,"3,240",575,"7,729","2,534","20,395","6,233","34,220","17,660","23,174","10,746","13,520","7,283","11,967","7,554","12,115","9,375","11,736","9,306","10,595","10,274","11,315","11,807","12,658","14,458","14,595","18,845","18,127","28,482","8,503","22,110","6,766","14,620","6,178","13,169","4,951","13,296","1,834","7,794",784,"3,174",25,54,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4133,석촌,11,0,"3,416",584,"10,591","3,027","24,824","5,831","35,752","13,792","24,479","13,500","16,570","10,194","14,881","11,178","16,531","13,482","16,017","13,869","15,353","13,715","17,158","15,933","18,807","18,008","20,521","25,382","20,362","34,974","13,552","26,739","11,489","17,221","12,343","14,971","10,418","16,286","4,860","9,479","2,823","2,768",72,43,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4134,송파나루,1,0,"2,576",275,"4,740","1,473","13,936","4,628","23,317","14,094","14,374","10,521","8,886","7,100","7,714","8,782","8,958","10,894","9,588","10,307","9,275","10,275","9,774","12,161","11,499","14,452","13,972","21,288","16,856","28,731","10,170","21,011","9,203","11,714","10,070","8,882","8,332","8,547","3,660","4,994","2,048","1,747",62,22,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4135,한성백제,1,0,"1,379",478,"3,945",995,"8,890","2,777","12,992","8,775","7,408","6,205","5,393","4,039","4,873","3,724","4,988","3,757","5,017","4,610","5,299","3,841","5,558","4,361","6,252","5,819","7,356","7,330","9,444","10,158","4,273","8,091","3,446","4,698","3,685","4,936","2,666","4,024",961,"3,296",436,935,29,10,0,1,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4136,올림픽공원(한국체대),2,0,"2,345",496,"7,558","3,998","16,663","6,115","20,247","16,011","13,887","10,645","10,829","9,955","10,905","10,676","11,744","11,617","11,242","17,344","11,743","19,464","13,220","28,022","15,829","35,139","17,080","38,106","18,620","30,746","15,803","22,635","20,708","11,899","39,195","12,277","15,939","10,727","15,412","7,746",529,"2,288",8,57,0,2,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4137,둔촌오륜,2,0,"2,400",295,"8,948","1,693","23,640","3,860","23,779","4,793","13,298","2,522","10,050","2,279","7,406","3,057","6,987","4,245","7,046","4,714","5,642","5,604","5,744","7,914","7,694","9,309","6,422","13,071","5,003","21,132","2,896","16,260","2,116","11,117","1,857","9,413","1,305","10,945",708,"5,415",172,"2,263",2,189,0,2,0,0,2026-01-03 11:12:47
2025-12,9호선2~3단계,4138,중앙보훈병원,3,0,"5,135",529,"24,587","5,819","52,394","13,258","56,237","24,210","34,616","15,758","25,078","16,871","23,707","10,875","21,610","14,245","17,295","15,893","20,710","15,838","22,501","15,819","21,948","17,094","24,333","26,548","17,729","41,313","8,265","31,352","5,847","20,351","4,914","18,754","3,497","20,193","1,286","9,936",238,"3,590",4,320,0,2,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4701,북한산우이,6,2,"1,544",565,"3,216","1,541","9,430","2,178","9,719","5,056","6,143","7,090","4,792","7,772","5,302","8,010","6,666","6,506","6,985","4,728","7,933","4,572","7,328","4,795","6,521","4,992","5,088","5,318","3,944","6,377","2,548","5,156","2,224","3,367","1,429","3,030",988,"2,611",512,"1,422",176,581,3,39,0,7,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4702,솔밭공원,49,2,"2,034",308,"4,624",923,"10,802","1,711","11,815","3,278","7,890","2,557","5,643","2,527","5,189","2,879","4,989","3,483","4,511","3,994","4,215","4,503","4,271","4,896","4,401","5,676","3,448","6,536","2,739","8,450","1,561","7,700","1,224","5,236",812,"4,785",633,"3,762",301,"2,408",79,696,1,32,0,4,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4703,4.19민주묘지,9,3,"1,447",470,"3,251","1,137","8,964","2,265","10,540","8,897","7,364","5,500","6,320","6,104","6,692","8,101","6,902","5,982","7,462","5,907","7,704","6,263","7,676","5,847","8,227","6,238","7,843","6,740","5,110","7,977","3,542","7,378","2,791","4,856","2,252","4,391","1,623","3,734",686,"2,875",180,785,2,31,1,10,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4704,가오리,6,1,"2,661",489,"6,281","1,583","16,926","3,215","17,729","6,714","11,770","4,962","9,442","4,948","8,631","5,516","8,535","6,088","8,165","6,728","6,825","7,244","7,031","9,350","7,201","11,240","6,477","11,176","4,838","14,328","4,051","12,865","2,536","7,905","1,717","7,229","1,294","6,306",717,"3,628",219,"1,154",2,29,0,2,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4705,화계,2,0,"2,173",525,"4,524","1,470","12,626","2,750","14,876","6,143","9,599","5,605","8,663","5,254","7,846","5,368","8,474","5,649","6,968","5,709","6,800","6,135","6,590","6,992","6,611","7,477","5,476","8,182","4,502","10,380","3,066","9,549","2,093","6,330","1,446","5,174",950,"4,618",539,"2,953",213,979,11,24,0,0,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4706,삼양,23,0,"1,390",445,"3,449",996,"8,784","1,679","9,686","3,969","6,488","3,116","5,430","3,641","5,251","3,661","5,077","4,035","4,843","4,487","4,370","4,619","4,170","6,163","4,035","6,544","3,573","6,685","3,424","7,904","2,547","6,924","1,625","4,769","1,165","4,220",715,"3,445",325,"2,235",88,787,6,16,0,0,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4707,삼양사거리,0,0,"1,493",302,"3,145","1,135","7,989","2,071","9,199","4,825","6,532","3,467","5,434","3,775","5,393","3,900","5,683","4,341","5,533","4,648","4,532","4,968","4,743","6,522","4,591","6,540","4,373","6,299","3,979","7,239","3,174","6,795","2,040","4,083","1,580","3,476","1,046","2,707",525,"1,814",135,542,2,9,0,0,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4708,솔샘,8,2,"3,204",526,"10,792","1,427","30,177","3,620","29,735","5,242","17,973","3,380","12,984","3,837","11,159","4,441","10,494","6,118","9,478","6,575","7,973","7,591","7,803","10,761","8,024","12,834","7,410","14,942","5,484","23,828","3,573","21,397","2,375","13,083","1,840","12,390","1,266","10,858",640,"6,445",243,"2,384",0,31,0,0,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4709,북한산보국문,3,0,"2,329",606,"7,084","2,274","19,332","6,054","22,420","12,203","17,101","7,699","13,268","6,448","12,959","7,125","11,952","7,884","12,085","8,897","11,103","8,953","11,103","10,763","13,712","13,052","13,824","15,542","11,473","19,400","6,197","16,509","4,692","12,314","4,053","11,561","2,893","10,253","1,842","6,879",575,"1,813",15,52,0,0,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4710,정릉,3,0,"1,857",483,"5,573","1,714","13,998","3,531","16,560","6,819","13,578","4,884","10,717","4,414","10,217","5,322","10,385","5,792","9,379","6,641","8,552","7,536","8,394","9,404","9,175","10,651","9,491","11,925","8,286","16,099","4,687","12,678","3,497","8,551","2,861","7,525","2,134","6,566","1,033","3,528",395,"1,091",3,25,0,0,0,0,2026-01-03 11:12:47
2025-12,우이신설선,4711,성신여대입구(돈암),0,0,733,456,"1,236","1,400","3,634","4,194","6,741","10,455","5,328","8,516","5,340","7,001","6,062","7,695","6,815","8,258","7,254","8,850","7,235","8,735","8,480","9,220","9,046","9,656","9,273","11,191","10,163","12,426","7,495","8,111","7,183","5,239","7,761","4,206","6,423","3,386","3,265","2,202",937,726,17,52,0,3,0,0,2026-01-03 11:12:47
